YEAR,MONTH,DAY,224060101,224060102,224060103,224060104,224060105,224060106,224060107,224060108,224060109,224060110,224060111,224060112,224060113,224060114,224060115,224060201,224060202,224060203,224060204,224060205,224060206,224060207,224060208,224060209,224060210,224060211,224060212,224060213,224060214,224060801,224060802,224060803,224060804,224060805,224060806,224060807,224060808,224060809,224060810,224060811,224060812,224060813,224060814,
2015,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,11,3,1.3308,1.228,1.4621,1.3088,1.1445,1.0587,1.4613,1.3654,1.424,1.8923,2.0823,1.3417,0.45464,0.26454,0.29182,0.44444,0.62212,1.048,0.76405,0.63599,0.67933,0.59371,0.94521,0.97223,1.2473,0.92348,0.82271,0.95174,1.0776,1.488,1.2908,0.14009,0.6747,0.67826,0.49847,0.43924,1.0395,0.29991,0.64382,1.4531,1.428,1.5899,1.0655
2015,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,11,5,0.4012,0.42924,0.28371,0.42236,0.62499,0.64138,0.45209,0.43126,0.44621,0.14012,0.054016,0.36677,1.8303,2.665,2.6974,2.2453,1.4446,0.89684,1.43,1.7525,1.6991,2.0833,0.66309,0.71239,0.36069,0.49651,0.56283,0.40288,0.48703,0.32581,0.71215,1.981,0.82425,0.83101,1.2463,1.4582,0.79494,2.0965,0.99344,0.44375,0.13243,0.64196,0.72786
2015,11,6,0,0,0,0,0,0,0.023404,0,0,0,0,0.01902,0.1,0.13043,0.1411,0.10335,0.084028,0.029063,0.059486,0.09074,0.083411,0.12679,0.0006085,0,0,0,0,0,0,0,0.046295,0.58689,0,0,0.043987,0.065221,2.5e-06,0.38951,0.10049,0.10313,0,0.096418,0.1
2015,11,7,1.4481,1.4493,1.2689,1.4748,1.617,1.5846,2.0011,1.4394,1.5336,1.2242,1.1367,2.1522,2.8967,3.9757,4.0954,3.5142,2.445,1.9686,2.585,3.0401,3.0135,3.4759,1.6196,1.628,1.3273,1.3799,1.4001,1.2537,1.3999,1.3496,2.1168,2.8413,1.6828,1.6939,2.167,2.4053,1.8144,3.1577,1.9407,1.7473,1.6589,2.222,2.4082
2015,11,8,0.4904,0.43156,0.47308,0.46384,0.41228,0.4,0.70642,0.47037,0.48022,0.50309,0.48357,0.72828,0.27325,0.31913,0.44945,0.41056,0.31394,0.41366,0.37595,0.58076,0.56978,0.62538,0.40153,0.40027,0.42488,0.38235,0.30858,0.36023,0.4,0.45532,0.63589,0.13152,0.30188,0.30617,0.25566,0.24283,0.40024,0.21147,0.33378,0.54282,0.71286,0.8627,0.74093
2015,11,9,4.2487,4.0483,4.5556,4.1792,3.8211,3.6029,3.3013,4.2692,4.3488,5.5027,5.7208,2.8404,1.6056,1.1396,1.1382,1.7926,2.175,3.2771,2.5593,2.1565,2.2779,1.9886,3.3806,3.3742,4.1456,3.4843,3.2684,3.7189,3.7898,4.5728,3.6273,0.60374,2.7758,2.749,1.9378,1.6958,3.4707,1.0785,2.3153,3.6812,3.3273,2.7655,3.018
2015,11,10,0.4,0.37428,0.4,0.39996,0.3412,0.3412,0.54798,0.39996,0.40016,0.33712,0.36983,0.65432,0.17906,0.11035,0.12586,0.17496,0.21597,0.34187,0.28804,0.2757,0.28379,0.25141,0.2997,0.31486,0.38654,0.3,0.3,0.31656,0.30013,0.3672,0.42841,0.082673,0.24137,0.23186,0.19332,0.2,0.32643,0.12165,0.25354,0.47776,0.65093,0.55063,0.50006
