YEAR,MONTH,DAY,2201005,2201006,2201101,2220802,2220804,2240201,2240204,2240208,2240209,2240210,2240212,2240214,2240302,2240307,2240601,2240602,2240603,2240604,2240605,2240606,2240607,2240608,2240701,2240702,2240703,2240801,2240802,2240803,2240805,2240901,2240903,2240904,2241001,2241002,2241101,2241102,2241104,2241105,2250208,2250213,2250214,2250601,2250602,2250603,2250604,2250605,2250606,2250607,2250608,2250609,2250801,2250807,2250808,2250810,2250901,2250902,2250904,2270406,2270902,
2015,11,1,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020127,0,0,0,0,0,0.07895,0.064668,0,0,0,0,0,0,0.076657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.43669
2015,11,2,0.01724,0.41946,0,2.3561,2.4346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12406,0.64466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.3705
2015,11,3,0.021157,0.20452,0.17822,0.40283,0.59995,4.1341,5.8767,1.7251,3.7081,2.7689,3.3571,3.283,2.0554,0.83696,1.5174,1.0852,2.025,1.9248,1.2722,1.9976,0.93582,0.54862,2.5447,1.9228,1.219,0.30746,0.10114,0.084836,0.50798,2.4238,1.4287,1.015,0.10521,0.17407,5.4802,4.4363,3.4806,5.1719,0,0.2,0.2,0.5,0.39094,0.30088,0.34274,0.66748,0.45703,0.35656,0.44989,0.5588,0.013754,0.10028,0.42129,0,0.60244,0.56316,0.39489,0.1,0.097397
2015,11,4,0.48265,0.61861,0.25627,0,0.004115,0.1,0.2,0.93539,0.1,0.082463,0.1,0.086295,3.5542,2.9242,0,0,0,0,0,0,0,0,0.040544,0.012977,0.009344,0,0.0013043,0,0.070771,0.06615,0.0066071,0.065499,0.058693,0.15031,0.1,0.1,2.8011,0.10793,0,0,0,0,0.05461,0.2997,0.7111,2.3632,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,11,5,0.48531,0.73939,0.49024,0.090152,0.12079,0,0,0,0,0.0078507,0,0,0,0,0.39417,0.50942,0.073852,0.025607,0.20318,0.10686,0.10568,1.6065,0.011018,0.057534,0,3.0411,2.3825,1.0445,1.7313,0.11381,0.16198,0.81722,0.92726,0.32658,0,0,0,0,0.30974,0.6979,0.70168,0,0,0,0,0,0,0,0,0.013363,0.30499,1.2177,0.90062,0.12009,0.39534,0.8349,0,0,0
2015,11,6,0.67644,4.2236,0.54474,1.8685,2.146,0,0,0,0,0,0,0,0,0,0.01688,0,0,0,0,0,0.0067082,0.1251,0,0,0,0.47222,2.5807,3.4587,0.23863,0.0002304,0.0056359,0.16031,1.9749,1.5097,0,0,0,0,0.76455,8.8063,7.1792,0,0,0,0,0,0,0,0,0,0.20176,0.47323,0,0.2173,0,0.0006938,0,2.9,1.146
2015,11,7,3.1323,2.282,4.5129,3.5773,4.2525,4.6291,6.5274,5.5143,4.3683,3.1641,3.5821,4.7848,6.0779,4.8511,1.7653,1.4444,1.3515,1.263,1.4401,1.1152,1.8028,2.6875,2.5264,2.2697,2.4354,4.7092,3.6028,1.526,3.3448,4.4918,2.6998,4.5569,2.6376,2.86,8.1967,6.1741,5.6965,6.6914,0.45613,0.89789,1.2606,4.4,4.6251,4.9371,4.6813,5.0791,3.772,2.7815,3.834,2.0494,0.44565,1.7535,1.5157,0.17533,1.0433,1.6091,1.9425,0.5,1.1076
2015,11,8,4.4756,3.4657,3.7966,4.7491,4.0867,0.60303,1.6,0.88216,0.6433,1.2569,1.5671,0.60218,0.9,0.88614,0.59703,0.39766,0.49661,0.5511,0.43812,0.46018,0.83393,0.34412,0.53074,0.72636,0.47384,0.71473,0.87159,0.2902,1.3411,1.5318,1.0743,1.6167,3.3121,4.0526,0.49667,0.47938,0.45514,0.55502,0,0.1,0.86172,1.4,1.4,1.2916,1.0944,0.98381,1.1659,0.90121,1.1115,0.71466,0.0058477,0.096302,0.14141,0,0.25592,0.26113,0.64183,2.9,3.9873
2015,11,9,0.042314,0.069313,0.45566,0,0.0006299,4.0328,4.4507,3.6365,4.0484,3.0145,3.0558,4.1188,3.0957,2.6914,4.0338,3.7559,5.6215,5.1812,4.3589,5.8215,2.0409,1.9794,4.5136,3.3629,3.9687,1.2386,0.59572,0.65165,1.4265,2.4768,1.9224,1.8437,0.24545,0.10422,4.9967,4.4205,3.9257,4.6196,0.29278,0.9,0.31009,6.6,5.8498,3.5448,2.9721,2.9537,5.9257,3.3604,3.2052,3.4132,0.11915,0.37313,2.004,0.088946,3.1061,2.4937,3.3082,0,0
2015,11,10,0.055109,0.16501,0.098196,0,0,0.48173,0.4,0.23264,0.46954,0.67842,0.62704,0.34352,0.099167,0.020393,0.47069,0.33234,0.34595,0.43471,0.36477,0.32018,0.86347,0.21105,0.43288,0.66153,0.33583,0.14947,0.010792,0,0.25713,0.72977,0.84761,0.44569,0.021487,0.02774,0.3,0.31646,0.12441,0.33998,0,0,0,0,0,1.53e-05,0.012793,0.074882,0.023392,0.13878,0.1601,0.20923,0,0.014393,0.082813,0,0.22319,0.205,0.15134,0,0
